new_eq_id;term
1;http://d-nb.info/gnd/132522136/about/rdf
1;http://commons.dbpedia.org/resource/Barack_Obama
1;http://rdf.freebase.com/ns/m.02mjmr
1;http://el.dbpedia.org/resource/Μπαράκ_Ομπάμα
1;http://wikidata.dbpedia.org/resource/Q76
1;http://d-nb.info/gnd/132522136
1;http://pt.dbpedia.org/resource/Barack_Obama
1;http://fr.dbpedia.org/resource/Barack_Obama
1;http://yago-knowledge.org/resource/Obama
1;http://yago-knowledge.org/resource/Barack_Obama
1;http://ko.dbpedia.org/resource/버락_오바마
1;http://ja.dbpedia.org/resource/バラク・オバマ
1;http://el.dbpedia.org/resource/ÎÏÎ±ÏÎ¬Îº_ÎÎ¼ÏÎ¬Î¼Î±
1;http://ja.dbpedia.org/resource/ãã©ã¯ã»ãªãã
1;http://ko.dbpedia.org/resource/ë²ë½_ì¤ë°ë§
1;https://linkeddata.uriburner.com/proxy-iri/5bfaa473c6170465736ae4d1bfa529848c64012c
1;https://linkeddata.uriburner.com/proxy-iri/9ded33c589ea9f64b81a80d3f8f891198713e9d3
1;https://linkeddata.uriburner.com/proxy-iri/baae0da2e9b40802e52a442849c66294accd8cf9
1;https://linkeddata.uriburner.com/proxy-iri/56e7f60b944d1ab8b671a94ce39282f41442b0c0
1;http://linkeddata.uriburner.com/proxy-iri/1c0d95456e314c57dbc585f72a0d980d4c420b5f
1;http://linkeddata.uriburner.com/proxy-iri/2d5d474b21c4cd172646451be2c6fd0d2411925c
1;http://linkeddata.uriburner.com/proxy-iri/b1a192c0313d8388af598aec8a6d80ce54868825
1;http://webisa.webdatacommons.org/concept/president_obama_
1;http://webisa.webdatacommons.org/concept/president+barack_obama_
1;http://webisa.webdatacommons.org/concept/_barack_
1;http://webisa.webdatacommons.org/concept/president_barack_
1;http://webisa.webdatacommons.org/concept/sen_obama_
1;http://webisa.webdatacommons.org/concept/_obama_
1;http://webisa.webdatacommons.org/concept/barack_obama_
1;http://webisa.webdatacommons.org/concept/_0bama_
1;http://webisa.webdatacommons.org/concept/senator_obama_
1;http://webisa.webdatacommons.org/concept/barack+h_obama_
1;http://webisa.webdatacommons.org/concept/president+barack+hussein_obama_
1;http://webisa.webdatacommons.org/concept/barry_obama_
1;http://webisa.webdatacommons.org/concept/barack+hussein_obama_
1;http://webisa.webdatacommons.org/concept/barak_obama_
1;http://webisa.webdatacommons.org/concept/barrack+hussein_obama_
1;http://webisa.webdatacommons.org/concept/barrack_obama_
1;http://webisa.webdatacommons.org/concept/senator+barack_obama_
1;http://webisa.webdatacommons.org/concept/us+president+barack_obama_
1;http://webisa.webdatacommons.org/concept/hussein_obama_
1;http://rdf.freebase.com/ns/guid.9202a8c04000641f800000000029c277
1;http://linkeddata.uriburner.com/about/id/entity/https/youtu.be/5tu32CCA_Ig#entity_534366
1;http://linkeddata.uriburner.com/about/id/entity/https/www.nytimes.com/2019/12/06/business/media/irishman-scorsese-netflix-ratings.html?smid=tw-nytimes&smtyp=cur#entity_534366
1;https://linkeddata.uriburner.com/about/id/entity/https/www.reuters.com/article/us-usa-election-2020-candidates-factbox/seventeen-democrats-three-republicans-in-u-s-presidential-race-idUSKBN1XU2EP#entity_534366
1;https://linkeddata.uriburner.com/about/id/entity/https/www.businessinsider.com.au/quibi-video-startup-explained-marketing-revenue-advertising-execs-2020-1#entity_534366
1;http://www.idref.fr/118177257/id
1;http://www.wikidata.org/entity/Q21193
1;http://www.wikidata.org/entity/Q55539
1;http://www.wikidata.org/entity/Q808796
1;http://www.wikidata.org/entity/Q20086735
1;https://en.wikipedia.org/wiki/Barack_Obama
1;http://linkeddata.uriburner.com/about/id/entity/https/en.wikipedia.org/wiki/Barack_Obama
1;http://linkeddata.uriburner.com/about/id/https/en.wikipedia.org/wiki/Barack_Obama
1;http://dbpedia.org/resource/Barack_Obama
1;http://caligraph.org/resource/Barack_Obama
1;http://libris.kb.se/resource/auth/314463
1;http://fa.dbpedia.org/resource/باراک_اوباما
1;http://www.wikidata.org/entity/Q76
1;http://eo.dbpedia.org/resource/Barack_Obama
1;http://dbpedia.org/resource/Barack_Obama#this
1;http://bn.dbpedia.org/resource/বারাক_ওবামা
1;http://ba.dbpedia.org/resource/Барак_Обама
1;http://ml.dbpedia.org/resource/ബറാക്ക്_ഒബാമ
1;http://os.dbpedia.org/resource/Обама,_Барак
1;http://or.dbpedia.org/resource/ବାରାକ_ଓବାମା
1;http://sco.dbpedia.org/resource/Barack_Obama
1;http://ku.dbpedia.org/resource/Barack_Obama
1;http://ceb.dbpedia.org/resource/Barack_Obama
1;http://bs.dbpedia.org/resource/Barack_Obama
1;http://io.dbpedia.org/resource/Barack_Obama
1;http://bar.dbpedia.org/resource/Barack_Obama
1;http://nah.dbpedia.org/resource/Barack_Obama
1;http://api.nytimes.com/svc/semantic/v2/concept/name/nytd_per/Obama,%20Barack
1;https://global.dbpedia.org/id/4vVY3
1;http://azb.dbpedia.org/resource/باراک_اوباما
1;http://hsb.dbpedia.org/resource/Barack_Obama
1;http://ta.dbpedia.org/resource/பராக்_ஒபாமா
1;http://ka.dbpedia.org/resource/ბარაკ_ობამა
1;http://uk.dbpedia.org/resource/Барак_Обама
1;http://bg.dbpedia.org/resource/Барак_Обама
1;http://sa.dbpedia.org/resource/बराक्_ओबामा
1;http://be.dbpedia.org/resource/Барак_Абама
1;http://my.dbpedia.org/resource/ဘာရက်_အိုဘားမား
1;http://th.dbpedia.org/resource/บารัก_โอบามา
1;http://af.dbpedia.org/resource/Barack_Obama
1;http://kk.dbpedia.org/resource/Барак_Обама
1;http://arz.dbpedia.org/resource/باراك_اوباما
1;http://et.dbpedia.org/resource/Barack_Obama
1;http://ru.dbpedia.org/resource/Обама,_Барак
1;http://fy.dbpedia.org/resource/Barack_Obama
1;http://yi.dbpedia.org/resource/באראק_אבאמא
1;http://az.dbpedia.org/resource/Barak_Obama
1;http://hi.dbpedia.org/resource/बराक_ओबामा
1;http://hy.dbpedia.org/resource/Բարաք_Օբամա
1;http://ar.dbpedia.org/resource/باراك_أوباما
1;http://ca.dbpedia.org/resource/Barack_Obama
1;http://ne.dbpedia.org/resource/बाराक_ओबामा
1;http://sl.dbpedia.org/resource/Barack_Obama
1;http://tr.dbpedia.org/resource/Barack_Obama
1;http://new.dbpedia.org/resource/बाराक_ओबामा
1;http://sr.dbpedia.org/resource/Барак_Обама
1;http://tt.dbpedia.org/resource/Барак_Обама
1;http://musicbrainz.org/artist/0de4d19f-05c8-4562-a3c0-7abdc144f1d5
1;http://hu.dbpedia.org/resource/Barack_Obama
1;http://he.dbpedia.org/resource/ברק_אובמה
1;http://pa.dbpedia.org/resource/ਬਰਾਕ_ਓਬਾਮਾ
1;http://kn.dbpedia.org/resource/ಬರಾಕ್_ಒಬಾಮ
1;http://te.dbpedia.org/resource/బరాక్_ఒబామా
1;http://simple.dbpedia.org/resource/Barack_Obama
1;http://scn.dbpedia.org/resource/Barack_Obama
1;http://mr.dbpedia.org/resource/बराक_ओबामा
