new_eq_id;term
1;http://dbpedia.org/resource/4_Aug
1;http://dbpedia.org/resource/Aug_4
1;http://dbpedia.org/resource/BHOII
1;http://dbpedia.org/resource/OBAMA
1;http://dbpedia.org/resource/Obama
1;http://dbpedia.org/resource/Aug_04
1;http://dbpedia.org/resource/BObama
1;http://dbpedia.org/resource/Barack
1;http://dbpedia.org/resource/Bobama
1;http://dbpedia.org/resource/O'Bama
1;http://dbpedia.org/resource/O'bama
1;http://dbpedia.org/resource/OBAMA!
1;http://dbpedia.org/resource/Ob_ama
1;http://dbpedia.org/resource/Obahma
1;http://dbpedia.org/resource/Obama!
1;http://dbpedia.org/resource/Obamma
1;http://dbpedia.org/resource/Obomba
1;http://dbpedia.org/resource/Maobama
1;http://dbpedia.org/resource/O'Bomba
1;http://dbpedia.org/resource/Obamism
1;http://dbpedia.org/resource/4_August
1;http://dbpedia.org/resource/August_4
1;http://dbpedia.org/resource/B._Obama
1;http://dbpedia.org/resource/Obama_44
1;http://dbpedia.org/resource/Obama_II
1;http://dbpedia.org/resource/Obamaism
1;http://dbpedia.org/resource/August_04
1;http://dbpedia.org/resource/Barack_II
1;http://dbpedia.org/resource/Sen_Obama
1;http://dbpedia.org/resource/4th_August
1;http://dbpedia.org/resource/August_4th
1;http://dbpedia.org/resource/Barky_Bama
1;http://dbpedia.org/resource/Change.gov
1;http://dbpedia.org/resource/Ob%C4%81ma
1;http://dbpedia.org/resource/Obamessiah
1;http://dbpedia.org/resource/Rocco_Bama
1;http://dbpedia.org/resource/Sen._Obama
1;http://dbpedia.org/resource/B._H._Obama
1;http://dbpedia.org/resource/Bacak_Obama
1;http://dbpedia.org/resource/Barac_Obama
1;http://dbpedia.org/resource/Barac_obama
1;http://dbpedia.org/resource/BarackObama
1;http://dbpedia.org/resource/Barack_Obam
1;http://dbpedia.org/resource/Barack_obma
1;http://dbpedia.org/resource/Barackobama
1;http://dbpedia.org/resource/Barak_Obama
1;http://dbpedia.org/resource/Barak_obama
1;http://dbpedia.org/resource/Barck_Obama
1;http://dbpedia.org/resource/Barok_Oboma
1;http://dbpedia.org/resource/Barry_Obama
1;http://dbpedia.org/resource/Berak_Obama
1;http://dbpedia.org/resource/Brack_Obama
1;http://dbpedia.org/resource/Brack_obama
1;http://dbpedia.org/resource/Brak_obrama
1;http://dbpedia.org/resource/Brock_Obama
