new_eq_id;term
1;http://dbpedia.org/resource/Barack_Obama
1;http://id.loc.gov/authorities/names/no2008168642
1;http://viaf.org/viaf/52010985
1;http://id.loc.gov/authorities/names/n94112934
1;http://govwild.org/id/person/Barack_Obama_freebaseJoinedPersons_freebasePerson452165
1;http://data.nytimes.com/47452218948077706853
1;http://umbel.org/umbel/ne/wikipedia/Barack_Obama
1;http://it.dbpedia.org/resource/Barack_Obama
1;http://data.bnf.fr/ark:/12148/cb15591663c
1;http://www.bbc.co.uk/programmes/topics/barack_obama#person
1;http://pl.dbpedia.org/resource/Barack_Obama
1;http://data.nytimes.com/obama_barack_per
1;http://es.dbpedia.org/resource/Barack_Obama
1;http://d-nb.info/gnd/132522136
1;http://viaf.org/viaf/121172006
1;http://fr.dbpedia.org/resource/Barack_Obama
1;http://yago-knowledge.org/resource/Barack_Obama
1;http://www.ontosearch.com/2008/01/identification/EID-3b6e3fb1eb4bef8e669277e73d2e7d56
1;http://nektar.oszk.hu/resource/auth/685905
1;http://de.dbpedia.org/resource/Barack_Obama
1;http://rdf.freebase.com/ns/m.02mjmr
1;http://eu.dbpedia.org/resource/Barack_Obama
1;http://bnb.data.bl.uk/id/person/ObamaBarack
1;http://collection.britishmuseum.org/id/person-institution/185100
1;http://rdf.freebase.com/rdf/en.barack_obama
1;http://rdf.freebase.com/ns/en.barack_obama
1;http://pt.dbpedia.org/resource/Barack_Obama
1;http://data.bnf.fr/ark:/12148/cb15591663c#foaf:Person
1;http://www.wikidata.org/entity/Q76
1;http://www.bbc.co.uk/programmes/people/barack_obama#person
1;http://cs.dbpedia.org/resource/Barack_Obama
1;http://nl.dbpedia.org/resource/Barack_Obama
1;http://www.idref.fr/118177257/id
1;http://ja.dbpedia.org/resource/バラク・オバマ
1;http://ru.dbpedia.org/resource/Обама,_Барак
1;http://el.dbpedia.org/resource/Μπαράκ_Ομπάμα
1;http://ko.dbpedia.org/resource/버락_오바마
